DOI,Title,Authors,Journal,Year,Abstract,LitmapsId,Cited By,References,PubMedId,Tags
10.53479/37354,Green energy transition and vulnerability to external shocks,"Rubén Domínguez-Díaz, Samuel Hurtado","Documentos de trabajo/Documento de trabajo - Banco de España, Servicio de Estudios",2024,"We use an endogenous growth model calibrated to the Spanish economy to evaluate the effects of a rapid doubling of international prices of brown energy inputs. In the baseline calibration of the model, which resembles the current state of the Spanish economy, this results in a 0.30% drop in GDP on impact. After increasing the share of renewables in the energy mix from 26% to 85%, in line with the 2050 targets for the Spanish economy, the same shock results in a 0.24% fall in GDP on impact, and the recovery is faster: the present discounted value of the full GDP response is reduced by 65%. The three main conclusions that we draw from this exercise are: i) an increase in the share of renewables makes the economy less vulnerable to shocks in international prices of brown energy inputs; ii) this vulnerability reduction is less than proportional: dividing the share of brown energy by approximately five only reduceds the size of the effects on GDP by between 21% and 65%; and iii) the main statistic that determines how much the vulnerability is reduced is not the share of brown energy inputs, but the degree to which final energy prices respond to the shock to brown energy prices.",275470919,15,77,,
10.1007/s10462-025-11215-9,"Model-agnostic explainable artificial intelligence methods in finance: a systematic review, recent developments, limitations, challenges and future directions","Farhina Sardar Khan, Syed Shahid Mazhar, Kashif Mazhar, Dhoha AlSaleh, A. Mazhar",Artificial Intelligence Review,2025,(missing abstract),286659181,14,311,,
10.1002/bsd2.424,The impact of board composition on <scp>ESG</scp> performance: Comparing results from symmetrical and asymmetrical approaches,"Alan Bandeira Pinheiro, Ana Júlia Batistella, Nágela Bianca do Prado, Sady Mazzioni",Business Strategy & Development,2024,"Abstract The research aims to examine the impact of board composition on the ESG performance of Latin American companies. 390 companies located in Argentina, Brazil, Chile, Colombia, Mexico, and Peru, between 2016 and 2021, were analyzed. The board size, gender diversity, independence of the members and the duality of the executive director and chairman of the board were used as characteristics of the board of directors. Through symmetrical (panel data regression) and asymmetrical (fuzzy set qualitative comparative analysis) approaches, the findings showed that larger, more diverse and more independent boards contribute positively to higher ESG performance. The presence of duality in the position of executive director and chairman of the board of directors was not a relevant driver, both for ESG performance and for its dimensions in isolation. This study has important theoretical, managerial and governmental implications.",275658697,14,1,,
10.48550/arxiv.2502.05439,Agentic AI Systems Applied to tasks in Financial Services: Modeling and model risk management crews,"Izunna Okpala, Ashkan Golgoon, Arjun Ravi Kannan",arXiv.org,2025,"The advent of large language models has ushered in a new era of agentic systems, where artificial intelligence programs exhibit remarkable autonomous decision-making capabilities across diverse domains. This paper explores agentic system workflows in the financial services industry. In particular, we build agentic crews with human-in-the-loop module that can effectively collaborate to perform complex modeling and model risk management (MRM) tasks. The modeling crew consists of a judge agent and multiple agents who perform specific tasks such as exploratory data analysis, feature engineering, model selection/hyperparameter tuning, model training, model evaluation, and writing documentation. The MRM crew consists of a judge agent along with specialized agents who perform tasks such as checking compliance of modeling documentation, model replication, conceptual soundness, analysis of outcomes, and writing documentation. We demonstrate the effectiveness and robustness of modeling and MRM crews by presenting a series of numerical examples applied to credit card fraud detection, credit card approval, and portfolio credit risk modeling datasets.",284521910,14,68,,
10.1007/s13132-024-02197-0,Analyzing the Impact of ESG Integration and FinTech Innovations on Green Finance: A Comparative Case Studies Approach,Pradeep Kumar Dadabada,Journal of the knowledge economy,2024,(missing abstract),274654856,14,66,,
10.1016/j.jclepro.2024.142014,Analysis of market risk volatility and warning in carbon trading market,"Feng Dong, Zhicheng Li, Jue Cui, Yingxin Zhang, Bin Lü, Kai Fan, Kewei Xu, Jingyun Li, Jiejie Sun",Journal of cleaner production,2024,"A good risk warning model is an effective way to guarantee the stable operation of the carbon market and exert its emission reduction function. This paper takes the China's pilot carbon market as the research object and measures the carbon market risk by ARMA-GARCH-VaR. Then, influential factors are selected as non-market characteristics from the perspective of causality and incorporated into the risk warning model, and SMOTE and SMOTEENN are introduced to deal with the unbalanced samples. Results show that (1) The risk fluctuations of Beijing and Shenzhen carbon market are large, and the risk fluctuations of Guangdong carbon market are relatively smooth in the early period and larger in the recent period. (2) Air quality, average daily temperature, CSI 300, power coal, natural gas, European carbon market, exchange rate, and Baidu index are all important factors in the risk volatility of carbon market. (3) The Classification Decision Tree (CDT) has the best performance. CDT has the best performance in Guangdong carbon market, SMOTE-CDT has the best performance in Hubei carbon market, and SMOTEENN-CDT has the best performance in Shanghai carbon market, in which SMOTEENN-CDT has a 76% Recall. The non-equilibrium treatment improves the overall Recall, and the risk warning model after non-equilibrium treatment can avoid missing important risk points. This paper can provide a certain degree of reference for the improvement of carbon trading market and risk management.",270982296,13,51,,
10.3390/su15065240,Brand Premium and Carbon Information Disclosure Strategy: Evidence from China Listed Companies,"Diandian Ma, Benfu Lv, Y. Liu, Shuqin Liu, Xiuting Li",Sustainability,2023,"Could the corporate carbon information disclosure strategy influence a firm’s brand value, and how does corporate carbon information affect it? Previous research mainly examines the impact of ESG information disclosure on firm value and other financial indicators, but little research has focused on the effect of carbon information on brand value. This paper focuses on the influence of corporate carbon information disclosure on brand value, and we find that it positively impacts corporate brand value. In addition, when a company chooses to adopt a more quantitative and diverse carbon information strategy, it increases its brand value. We also examine the potential mechanisms involved in how corporate carbon information disclosure influences brand value. We focus on three types of factor: analyst rating, customer attitude, and corporate financial performance, and find that higher analyst forecasts and positive customer attitudes have a positive impact on the association between the carbon information strategy and corporate brand value. In contrast, corporate financial performance provides only weak evidence. These results are consistent with demands by users for more precise guidelines from regulators and standard-setters for measuring and disclosing carbon-related information.",255074450,13,50,,
10.2139/ssrn.4640828,Leading-edge Artificial intelligence (AI)-powered financial forecasting for shaping the future of investment strategies,"Nitin Rane, Saurabh Choudhary, Jayesh Rane",Social Science Research Network,2023,(missing abstract),266750787,12,91,,
10.62225/2583049x.2025.5.2.3809,The Role of Blockchain and AI in the Future of Energy Trading: A Technological Perspective on Transforming the Oil & Gas Industry by 2025,"Ekene Cynthia Onukwulu, Joyce Efekpogua Fiemotongha, Abbey Ngochindo Igwe, Chikezie Paul-Mikki Ewim",International Journal of Advanced Multidisciplinary Research and Studies,2025,"The convergence of blockchain and artificial intelligence (AI) is poised to revolutionize energy trading in the oil and gas industry by 2025. These technologies are enhancing transaction efficiency, improving market transparency, and enabling more secure and automated trading processes. Blockchain, through decentralized ledgers and smart contracts, ensures immutable transaction records, reducing counterparty risks and enabling real-time settlements. AI-driven predictive analytics optimize energy trading strategies by processing vast datasets, detecting market patterns, and forecasting price fluctuations with high accuracy. Smart contracts, self-executing agreements embedded in blockchain networks, eliminate intermediaries, reducing transaction costs and mitigating fraudulent activities. These digital agreements automate trade settlements based on predefined conditions, expediting contract execution while ensuring compliance with regulatory requirements. Additionally, AI-powered algorithmic trading enhances market responsiveness, enabling energy companies to make data-driven decisions in real-time. By leveraging machine learning and deep learning models, traders can optimize portfolio management, anticipate supply chain disruptions, and manage price volatility more effectively. Moreover, blockchain fosters trust among stakeholders by providing a tamper-proof audit trail of transactions, enhancing regulatory compliance, and reducing operational inefficiencies. The integration of AI with blockchain-enabled trading platforms allows for automated risk assessment, fraud detection, and enhanced liquidity management. These innovations collectively contribute to a more resilient and adaptive energy trading ecosystem, accommodating the growing complexity of global oil and gas markets. Despite these advantages, challenges such as regulatory uncertainties, interoperability issues, and cybersecurity risks persist. The successful implementation of blockchain and AI in energy trading requires standardized frameworks, industry-wide collaboration, and robust cybersecurity measures. Nonetheless, early adopters stand to gain a competitive edge by capitalizing on these technologies to optimize trading strategies, improve asset utilization, and enhance operational efficiency. As the oil and gas industry embraces digital transformation, blockchain and AI are becoming indispensable tools for modernizing energy trading. Their potential to foster transparency, streamline operations, and mitigate risks underscores their role in shaping the future of energy markets. Companies that integrate these technologies effectively will be better positioned to navigate evolving market dynamics and achieve sustained growth in a rapidly digitalizing energy sector.",285428955,12,145,,
10.1016/j.ijpe.2024.109397,Legitimacy and Transparency in Dyadic Supply Chains: Does Competition Intensity Matter?,"Feng Liu, Zixuan Chen, Mingjie Fang, Shufeng Xiao, Yangyan Shi",International Journal of Production Economics,2024,(missing abstract),277201212,12,88,,
10.1108/ijoes-02-2024-0039,Unveiling the financial effect of ESG disclosure on financial performance in India: climate-sensitive corporates’ perspective,"Santi Gopal Maji, Prachi Lohia",International journal of ethics and systems,2024,"Purpose The study aims to examine the impact of environmental, social and governance (ESG) disclosure on financial performance by considering the moderating impact of less and high climate-sensitive industry firms. Design/methodology/approach The present study is a panel data approach with a sample of the top 100 Bombay Stock Exchange (BSE)-listed non-financial firms covering the years 2019–2022. Appropriate panel data models have been used to investigate the association between ESG disclosure and financial performance, followed by an instrumental variable regression model to address endogeneity. Further, the panel data interaction effect model has been used to examine the moderating impact. Findings The results favour the value-enhancing function of ESG disclosure. Of the three ESG components, only the G factor affects firm performance significantly. The interaction effect model suggests that the link between ESG disclosure and financial performance is moderated by industry. However, this effect is greater for less sensitive industries. The results are robust to endogeneity. Originality/value The study’s novelty lies in the use of the integrated “Stakeholder Capitalism Metrics”, which has not been previously used in any study to assess the ESG disclosure of corporates. To further distinguish itself, the moderating impact of high and less climate-sensitive industry firms on the ESG-financial performance link, which remains unexplored in the fast-emerging nation of India, is looked into.",275028814,12,47,,
10.1016/j.resourpol.2023.103681,"Dynamic volatility spillovers and investment strategies between crude oil, new energy, and resource related sectors","Zhifeng Dai, Zhuang Luo, Chang Liu",Resources policy,2023,(missing abstract),261886015,12,90,,
10.1186/s43093-025-00539-1,A systematic review of ESG indicators and corporate performance: proposal for a conceptual framework,"Ícaro Guilherme Félix da Cunha, Renata Veloso Santos Policarpo, Paula Cristina Senra de Oliveira, Etienne Cardoso Abdala, Daisy Aparecida do Nascimento Rebelatto",Future Business Journal,2025,"Despite the attention given by global stakeholders to transparency and disclosure of nonfinancial corporate information, there is a lack of consensus regarding the disclosure and analysis of corporate results on ESG. The objective of this study is to identify the main environmental, social, and governance (ESG) indicators from the literature and analyze their impact on corporate company performances, as well as a conceptual structure that supports the understanding of these indicators. A systematic literature review was applied to raise and analyze relevant works in the field, following the guidelines of the Preferred reporting items for systematic reviews and meta-analysis (PRISMA). We identified and categorized the main indicators for each of the ESG dimensions, as well as the corporate performance (CP) variables impacted by ESG performance, allowing for a comprehensive analysis of their interrelations. Our results indicate that financial performance indicators must be assessed from a long-term perspective, as short-term analyses may show negative relationships with ESG performance. However, for nonfinancial aspects, the relationship with ESG performance is consistently positive across all time horizons. Additionally, we propose a conceptual framework that advances the ESG literature by establishing explicit connections between ESG dimensions and corporate performance variables. This framework categorizes CP into four key areas—financial performance, market and risk perception, strategic positioning, and capital structure—providing a structured approach for evaluating ESG impacts. Our study contributes to both theory and practice, offering insights that support corporate decision-making and sustainability strategies.",286903535,12,111,,
10.1002/bsd2.70027,The role of ESG in enhancing firm resilience to geopolitical risks: An eastern European perspective,"Hossain Mohammad Reyad, Momtaj Ayesha, Mohammed Masum Iqbal, M. Zariyawati",Business Strategy &amp; Development,2024,"Geopolitical risk (GPR) presents a profound challenge to firms, particularly in regions with persistent political instability. In Eastern Europe, where conflicts like the Russia–Ukraine war heighten uncertainty, firms face immediate financial threats and long‐term strategic vulnerabilities. This study examines the impact of GPR on firm performance, focusing on the moderating role of environmental, social, and governance (ESG) practices as a resilience mechanism. Using a comprehensive dataset of 1360 publicly listed firms across Poland, Russia, and Ukraine from 2014 to 2023, the analysis employs a base panel data regression model, followed by a two‐step generalized method of moments (GMM) approach to account for endogeneity and ensure robustness. The findings reveal a significant negative relationship between GPR and firm performance, measured by return on assets (ROA). Firms exposed to higher geopolitical risks exhibit weaker profitability. However, firms with stronger ESG performance demonstrate greater resilience, as the GMM results show that ESG engagement moderates the adverse effects of GPR on profitability. This suggests that ESG initiatives enhance adaptive capacity in volatile geopolitical environments. In terms of policy implications, ESG should be promoted as a key strategy for firms operating in politically unstable regions. Governments and regulatory bodies may consider mandatory ESG disclosures and incentivizing sustainability practices to help firms mitigate external risks, improve financial resilience, and attract stable investment. Aligning corporate strategies with global ESG standards is essential to ensuring business sustainability amid ongoing geopolitical threats.",280107336,12,51,,
10.1007/978-3-031-56586-1_79,Corporate Social Responsibility and Customer Loyalty from a Literary Perspective,"Mahmoud Alghizzawi, Motteh S. Al Shibly, Abd Alrahman Ratib Ezmigna, Yousef Shahwan, Ruaa Binsaddig","Studies in systems, decision and control",2024,(missing abstract),272435150,12,43,,
10.3389/fenrg.2022.895539,How the carbon emissions trading system affects green total factor productivity? A quasi-natural experiment from 281 Chinese cities,"Wei Shao, Ke Yang, Zebin Jin",Frontiers in Energy Research,2023,"China’s emissions trading system is often cited as a model for developing countries using market-based means to solve pollution problems, but few have objectively assessed the solution from a productivity perspective. Therefore, in this study, the green total factor productivity (GTFP) of 281 prefecture-level cities was calculated by using the DEA–Malmquist method, and the policy effects were evaluated by setting up quasi-natural experiments. The results show that the carbon emissions trading system has a positive contribution to GTFP; when facing a more compatible carbon trading system, enterprises will choose two paths: innovation compensation and industrial upgrading to improve GTFP, so as to get rid of the cost constraints caused by carbon emission control; the policy effect of the carbon emissions trading system varies significantly in different regions. In the economically developed eastern region, the effect of policy implementation is relatively significant, while the effect of policy implementation in the western region is not significant. Further analysis shows that as a market-based environmental policy, the incentive effect of the carbon trading system relies on a perfect market system. This study provides empirical evidence and policy enlightenment for developing countries to build and improve the emissions trading system.",252576239,12,83,,
10.3390/admsci15020054,Does Environmental Disclosure and Corporate Governance Ensure the Financial Sustainability of Islamic Banks?,"Saqib Muneer, Ajay Singh, Mazhar Hussain Choudhary, Awwad Saad Alshammari, N. M. Butt",Administrative Sciences,2025,"The purpose of this study is to investigate the influence of environmental disclosure and corporate governance on the financial performance of Islamic banks in Saudi Arabia. This study highlights that sustainable practices are transparent with financial objectives using the religious framework of Islamic finance. This research is based on Worldwide Vision 2030, which covers sustainable development and promotes environmental, social, and governance (ESG) principles, as well as corporate governance factors, such as board composition and Shariah Supervisory Boards (SSBs). We use a hybrid approach for our findings, with a dataset spanning 2011–2023 for the quantitative analysis and 20 semi-structured analyses conducted for a qualitative approach that aligns with objectives. We found that environmental disclosure boosts profits and stakeholder trust. Corporate governance structures, such as environmental boards and sustainability committees, improve the environmental disclosure of financial performance in Islamic banks. In this positive interaction, specialized governance drives Sharia-compliant sustainability initiatives. SSBs help Islamic banks integrate sustainability and meet religious and ESG environmental standards. Board diversity and dedication in the sustainability committee both play important roles in enhancing environmental disclosure practices; in return, these improved financial performances. The interaction of environmental disclosure and board environmental expertise has a positive impact on the overall performance, which indicates that governance structure supports sustainability-related decision-making, aligning with transparency. This study suggests that Islamic banks standardize ESG frameworks, improve board environmental expertise, and invest in real-time sustainability reporting digital solutions. Saudi Islamic banks can lead regional and global sustainable banking by adopting these strategies to align with global sustainability trends, improve financial performance, and meet ethical finance expectations.",284124828,12,36,,
10.53479/36695,Shadow seniority? Lending relationships and borrowers’ selective default,"Francisco González, José E. Gutiérrez, José María Serena",Documento de trabajo,2024,"This paper analyzes how lending relationships affect firms’ incentives to default, drawing on loan-level data in Spain. We provide new evidence showing that firms first default on loans from less important (“non-main”) banks to preserve their most valuable lending relationships. Our findings also indicate that banks integrate this borrower behavior into their credit risk management because the most important banks within a borrower’s set of lending relationships recognize lower discretionary loan impairments. The results are robust to alternative difference-in-difference (DID) analyses and control for potential bank forbearance, loan characteristics, and a variety of time-varying bank and firm fixed effects.",273571035,12,99,,
10.1016/j.ribaf.2025.102856,Green Innovation Under Financial and Policy Uncertainty: Evidence from China,"Sultan Sikandar Mirza, Ningjing Xu, Shaen Corbet, Frank Scrimgeour",Research in International Business and Finance,2025,(missing abstract),284879483,12,111,,
10.1016/j.resourpol.2022.103015,Wind power resources and China's sustainable development roadmap: Evidence from China,"Xiaoxiao Zhou, Junjie Lin, Lu Wang, Hongyun Huang, Xin Zhao",(missing journal),2022,(missing abstract),250907764,12,44,,
10.55214/25768484.v8i3.950,"The impact of environmental, social, and governance performance on financial performance: Evidence from Japanese companies","Aida Maria Ismail, Khairul Bariah Binti Azman",Edelweiss Applied Science and Technology,2024,"This study examines the impact of environmental, social, and governance (ESG) performance on the financial performance of companies using the Stakeholder Theory. Sustainability is recognized as one of the most significant concepts for all nations and organizations worldwide. The Japanese government, its corporations, and its culture are not exempt from delivering their nation's sustainability goal with the utmost support. Their initiatives taken towards sustainability include introducing Society 5.0, the 'improved society' concept Japan has contemplated before the rest of the world. Society 5.0 for Sustainable Development Goals (SDGs), which originated in Japan, is an aspiring concept that views changes and challenges as opportunities and proceeds to associate them with medium-to long-term development, which leads to the resolution of global challenges. Financial performance focuses on accounting performance through the Return on Equity (ROE). The ESG scores and financial data of 351 listed companies in Japan from 2018 to 2022 were collected from the Thomson Reuters Eikon data stream to study its impact. The regression analysis shows that all environmental performance (EP), social performance (SP), and governance performance (GP) positively and significantly affect profitability, or the Return of Equity (ROE). Meanwhile, the control variable, firm size (SIZE), does not support the study. The findings also found that all ESG performances positively correlate with each other. These results highlight the importance of ESG policy adoption by companies to improve their financial performance. The study’s contributions add value to Japan’s industry practitioners and stakeholders and highlight the importance of ESG to their nation.",272242094,11,63,,
10.3389/fpubh.2022.948964,Financial Inclusion and Its Impact on Health: Empirical Evidence From Asia,"Wenling Xiao, R. Tao",Frontiers in Public Health,2022,"Asian countries have shown remarkable progress in financial inclusion and have become the world's fastest-growing regions. However, the financial inclusion-human health nexus has not received much attention. This study contributes to the empirical literature by examining the effect of financial inclusion on population health using panel data from Asian countries from 2007 to 2019. Population health is measured by death rate and life expectancy at birth. Our study finding shows that digital financial inclusion increases life expectancy but decreases the death rate in Asia. At the same time, financial inclusion positively impacts life expectancy and has a negative impact on the death rate in Asia. Finding also suggests that Internet users, GDP, and FDI have improved population health by increasing life expectancy and decreasing the death rate. The results suggest some essential policy implications.",14336529,11,49,,
10.3390/su16020717,Changes in Sustainable Development in Manufacturing in Cases of Unexpected Occurrences—A Systematic Review,"Justyna Patalas-Maliszewska, H. Łosyk",Sustainability,2024,"Nowadays, managers are facing the challenge of operating in situations of high uncertainty: delayed deliveries, lack of energy or rising energy and gas costs, the need to replace energy sources, and changing supply and sales markets. In the literature, two dominant trends in the activities of enterprises in the face of crises can be distinguished: (I) changes in supply chain management (increased flexibility by searching for local suppliers); and (II) transition to digital production and investment in technologies in the concept of Industry 4.0 or even Industry 5.0, such as artificial intelligence, 3D printing, robots, cyber-physical systems, digital manufacturing, and blockchain. A gap in the research has been observed in examining the impacts of these actions on the implementation of sustainable solutions and designating organizational changes in manufacturing. The main goal of this study is to review the literature using the Preferred Reporting Items for Systematic reviews and Meta-Analyses (PRISMA) for data collection and, secondly, the methodology of Systematic Literature Review (SLR) and Mapping in Literature Reviews (MLR). Our literature review of the selected databases is based on 566 published articles in 2020–2022. The achieved results indicate the main organizational changes in the context of sustainable development in manufacturing, namely in the business management area (adopting Sustainable Project Management (SPM), Sustainable Supply Chain Management practices, Sustainable Supplier Selection (SSS), and Resilient Manufacturing Strategy (RMS)) and in the production area (adopting Internet of Things (IoT)-enabled Additive Manufacturing assists, simulation software, and Life Cycle Assessment. The findings of our study revealed key relationships between the adoption of fifth-generation industrial technologies and the sustainable development of manufacturing.",269167613,11,47,,
10.1111/1758-5899.13315,Climate-related credit risk: Rethinking the credit risk framework,"Helena Redondo, Elisa Aracil",Global Policy,2024,"Climate change and the challenges associated with the transition to a zero‐carbon economy pose significant financial risks. Climate‐related risks (CRR) indirectly impact banks through their loan portfolios. To examine the integration of CRR into banks' credit risk assessment and monitoring, this article reviews academic and institutional literature using quantitative bibliometric techniques and content analysis of 145 academic documents from policymakers and financial supervisors. A framework emerges that incorporates CRR into credit risk management. We find four thematic areas in the literature: CRR drivers, CRR tools, CRR data and CRR pricing. Overall, uncertainty, non‐linearity, geographic and industrial dependency and non‐reversibility of CRR difficult climate‐related credit risk assessment. Moreover, CRR data present comparability, availability and reliability issues, which Artificial Intelligence can improve. Finally, evidence reveals that current financial prices do not fully reflect CRR. Our findings provide important implications to policymakers for assessing ex‐ante the financial impacts of climate transition regulations, the potential for prudential regulatory action, and the need for supra‐national policies that facilitate access to reliable and comparable climate data.",270757510,11,81,,
10.30574/wjarr.2024.22.1.1214,Empowering youth through sexuality and leadership education: Approaches and outcomes,"Ayo Amen, Ayo Amen Ediae, Chidinma Favour Chikwe, Kevin Namiiro Kuteesa",World Journal of Advanced Research and Reviews,2024,"Empowering youth through sexuality and leadership education is crucial for their holistic development and well-being. This paper provides an overview of approaches and outcomes related to empowering youth in these areas. Effective approaches to empowering youth through sexuality and leadership education include comprehensive sexuality education (CSE), youth-friendly services, peer education, and leadership training. CSE equips young people with accurate, age-appropriate information about sexuality, relationships, and reproductive health, enabling them to make informed decisions. Youth-friendly services provide confidential, nonjudgmental health services tailored to young people's needs. Peer education involves young people teaching their peers about sexual and reproductive health, encouraging open dialogue. Leadership training fosters skills such as communication, decision-making, and advocacy, empowering youth to become leaders in their communities. Empowering youth through sexuality and leadership education leads to various positive outcomes. It improves sexual and reproductive health outcomes, including reduced rates of unintended pregnancies, sexually transmitted infections (STIs), and HIV/AIDS. It also promotes gender equality and empowerment, as young people learn about their rights and how to challenge harmful gender norms. Additionally, sexuality and leadership education enhance young people's self-esteem, communication skills, and ability to make informed decisions, preparing them for future leadership roles. Empowering youth through sexuality and leadership education is essential for their development and well-being. By providing comprehensive education and support, we can help young people navigate challenges, make healthy choices, and become empowered leaders in their communities.",272697724,11,103,,
10.1108/md-10-2023-1943,"Reconsidering the impact of environmental, social and governance practices on firm profitability","Paolo Agnese, Rosella Carè, Massimiliano Cerciello, Simone Taddeo",Management Decision,2024,"Purpose This paper investigates the relationship between commitment to ESG practices and firm performance using a synthetic index based on ESG disclosure and ESG performance scores. Design/methodology/approach Using the Mazziotta-Pareto aggregation method, we develop a novel synthetic index of ESG engagement based on ESG rating and disclosure. This index is employed in a dynamic panel regression, implemented using the Arellano-Bond estimator, to explain profitability in a sample of 146 listed Canadian firms over the period spanning from 2014 to 2021. Findings ESG practices may either foster or hinder firm performance. In particular, a synergy emerges between the social and environmental dimensions of ESG practices, shedding light on the relevance of high standards in terms of environmental and social activities. Practical implications The study emphasizes the significance of acknowledging the various facets of ESG engagement and the necessity of transcending the current constraints of accessible ESG data and ratings. Synthetic indices combining different types of ESG information may contribute to mitigating the problems created by strategic disclosure on the part of firms, which typically results in undesirable practices such as greenwashing and social washing. Originality/value This is the first study that applies the Mazziotta-Pareto method to develop a synthetic index of ESG engagement, tackling each pillar separately. Moreover, when investigating the effect of ESG engagement on profitability, we allow for cross-pillar synergies and/or trade-offs.",275262306,11,72,,
10.1080/23311975.2024.2387196,Examining the mediating role of customer empowerment: the impact of chatbot usability on customer satisfaction in Jordanian commercial banks,"Haitham Hmoud Alshibly, Asma Alwreikat, Rafaa Morgos, Murad Abuaddous",Cogent Business &amp; Management,2024,"This study examines the impact of chatbot usability on customer satisfaction in Jordanian commercial banks, focusing on the mediating role of customer empowerment. Using a quantitative approach, data was collected from bank customers in Jordan through surveys. Usability is evaluated through ease of use, responsiveness, reliability, and personalization. Customer empowerment is measured by perceived control, information accessibility, and decision-making autonomy. The findings offer insights for banks to enhance chatbot systems, improve customer satisfaction, and empower interactions. Results reveal that Reliability and Personalization significantly predict Customer Satisfaction directly and indirectly through Customer Empowerment. Ease of Use indirectly affects Satisfaction via Empowerment. Responsiveness may not significantly impact Satisfaction. These findings guide practitioners to enhance customer experiences, loyalty, and business success.",275687161,11,16,,
10.1016/j.techfore.2022.121902,Credit evaluation solutions for social groups with poor services in financial inclusion: A technical forecasting method,"Lifeng Zhang, Yi Peng, Qian Qian, Fuying Jing, Lifeng Zhang, Yi Peng, Qian Qian, Fuying Jing",Technological forecasting & social change,2022,(missing abstract),242099442,11,57,,
10.1016/j.techfore.2024.123887,Antecedents and consequences of social robots adoption for SMEs - Reimaging emerging technologies in the context of the new normal,"Nazrul Islam, Sandip Rakshit, Tripti Paul",Technological Forecasting and Social Change,2024,(missing abstract),281533806,11,100,,
10.1002/bsd2.70055,Impact of ESG Disclosures on Corporate Financial Performance: An Industry-Specific Analysis of Indian Firms,"Paridhi, Ritika",Business Strategy &amp; Development,2025,"This study investigates the relationship between environmental, social, and governance (ESG) practices and return on assets (ROA) in Indian companies, focusing on industry‐specific variations. Using 10 years of panel data across resource‐intensive, consumer‐facing, and service sectors, the analysis employs the system generalized method of moments (GMM) for robust estimation. The results reveal a positive overall effect of ESG practices on ROA, with significant differences across industries. The study uses the categorization of resource‐intensive, consumer‐facing, and service industries to examine the differential effects of ESG factors on ROA. However, environmental scores do not significantly impact ROA, suggesting uniform effects across industries. Social scores enhance ROA without notable industry‐specific differences, while governance scores show varying effects, indicating sector‐specific drivers of profitability. The analysis also highlights the moderating effects of industry categories on the ESG–ROA relationship, suggesting that the impact of ESG practices varies across different sectors. The study also considers the economic effects of COVID‐19, highlighting its marginal impact on ROA and the need for resilient financial strategies. However, the moderating effect of COVID‐19 on this relationship was not significant, indicating limited variation in the ESG–ROA dynamics during the pandemic period except in the governance model. These findings suggest that tailored ESG strategies, aligned with industry‐specific challenges, can optimize financial performance. Policymakers and investors are encouraged to focus on sector‐specific ESG practices to better evaluate company performance and formulate effective regulations. This research contributes to the emerging market context by emphasizing the importance of industry‐specific ESG integration for enhancing financial outcomes.",284273962,11,69,,
10.1108/imds-02-2022-0091,Monitoring corporate credit risk with multiple data sources,"Du Ni, Ming K. Lim, Xingzhi Li, Ying Qu, Mei Yang",Industrial Management &amp; Data Systems,2022,"PurposeMonitoring corporate credit risk (CCR) has traditionally relied on such indicators as income, debt and inventory at a company level. These data are usually released on a quarterly or annual basis by the target company and include, exclusively, the financial data of the target company. As a result of this exclusiveness, the models for monitoring credit risk usually fail to account for some significant information from different sources or channels, like the data of its supply chain partner companies and other closely relevant data yet available from public networks, and it is these seldom used data that can help unveil the immediate CCR changes and how the risk is being propagated along the supply chain. This study aims to discuss the a forementioned issues.Design/methodology/approachGoing beyond the existing CCR prediction data, this study intends to address the impact of supply chain data and network activity data on CCR prediction, by integrating machine learning technology into the prediction to verify whether adding new data can improve the predictability.FindingsThe results show that the predictive errors of the datasets after adding supply chain data and network activity data to them are made the ever least. Moreover, intelligent algorithms like support vector machine (SVM), compared to traditionally used methods, are better at processing nonlinear datasets and mining complex relationships between multi-variable indicators for CCR evaluation.Originality/valueThis study indicates that bringing in more information of multiple data sources combined with intelligent algorithms can help companies prevent risk spillovers in the supply chain from causing harm to the company, and, as well, help customers evaluate the creditworthiness of the entity to lessen the risk of their investment.",250982571,11,79,,
